,구,동,구분,단지명,세대수,사용검사일,도로명주소,nm,x,y
546,기흥구,공세동,분양,기흥 호수청구아파트,498,1997.11.14.,"기흥구 공세로 226 (공세동, 청구아파트)",경기 용인시 기흥구 공세동 382-1,127.102562903765,37.2400290211559
547,처인구,고림동,분양,금평마을 영화2차아파트,428,2003.12.23,"처인구 금어로 102 (고림동, 금평마을영화아파트)",경기 용인시 처인구 고림동 1000,127.225536170175,37.2656108976731
548,처인구,고림동,분양,보평마을 삼정그린뷰아파트,360,2004.04.30,"처인구 금어로 74 (고림동, 삼정그린뷰아파트)",경기 용인시 처인구 고림동 1001,127.223261181051,37.2654793327914
549,처인구,고림동,분양,예원마을 코아루아파트,408,2004.12.08,"처인구 한터로275번길 40 (고림동, 예원마을코아루아파트)",경기 용인시 처인구 고림동 1002,127.237250220806,37.2578531115269
550,처인구,고림동,분양,예진마을 3차아파트,516,2003.07.01,"처인구 한터로152번길 62 (고림동, 예진마을인정피렌체빌리지III아파트)",경기 용인시 처인구 고림동 997,127.23220969308,37.2445675069567
551,처인구,김량장동,분양,김량장 현대아파트,755,1995.12.14,"처인구 백옥대로1068번길 12 (김량장동, 현대아파트)",경기 용인시 처인구 김량장동 4-2,127.211752887497,37.2292990888889
552,처인구,김량장동,분양,라이프미성아파트,75,1991.11.30,"처인구 학산로49번길 20 (김량장동, 라이프미성아파트)",경기 용인시 처인구 김량장동 193,127.203516978418,37.2395028167164
553,처인구,김량장동,분양,공신연립주택,96,1985.10.15,"처인구 금학로349번길 33-4 (김량장동, 공신빌라)",경기 용인시 처인구 김량장동 201-3,127.201269757699,37.240350215114
554,처인구,김량장동,분양,골드빌 아파트,53,2002.01.08,처인구 금령로71번길 8 (김량장동),경기 용인시 처인구 김량장동 254-51,127.204495017019,37.2358447828185
555,처인구,김량장동,분양,대연아파트,66,1987.08.13,"처인구 중부대로1343번길 8 (김량장동, 대연아파트)",경기 용인시 처인구 김량장동 291,127.194798286641,37.2359303301055
556,처인구,김량장동,분양,삼보라이프상가아파트,70,1996.01.29,처인구 금령로27번길 16-2 (김량장동),경기 용인시 처인구 김량장동 321,127.198732643133,37.2355405787225
557,처인구,고림동,분양,임원마을 영화1차 아파트,513,2002.06.26,"처인구 경안천로256번길 47-16 (고림동, 임원마을영화아파트)",경기 용인시 처인구 고림동 996,127.226827499995,37.2534781668999
558,처인구,고림동,분양,예진마을 2차아파트,416,2001.04.20,"처인구 한터로152번길 15 (고림동, 예진마을인정피렌체빌리지II아파트",경기 용인시 처인구 고림동 995,127.229916936429,37.2471012084189
559,처인구,백암면 근창리,분양,청와아파트,93,2010.04.23,처인구 백암면 백원로 513 (청화아파트),경기 용인시 처인구 백암면 근창리 1083,127.369003623492,37.1639164831072
560,처인구,모현읍 일산리,분양,효천마을 신안인스빌 2단지,538,2004.12.17,처인구 모현읍 문현로 326 (효천마을신안인스빌2단지아파트),경기 용인시 처인구 모현읍 일산리 669,127.243929947043,37.3366524310217
561,처인구,모현읍 일산리,분양,효천마을 신안인스빌 1단지,324,2004.12.17,처인구 모현읍 문현로 326 (효천마을신안인스빌1단지아파트),경기 용인시 처인구 모현읍 일산리 669,127.243929947043,37.3366524310217
562,처인구,모현읍 왕산리,분양,용인 모현 스위첸아파트,308,2012.01.31,처인구 모현읍 외대로54번길 12 (KCC스위첸아파트),경기 용인시 처인구 모현읍 왕산리 948,127.254026796604,37.3343467144271
563,처인구,모현읍 왕산리,분양,풍산햇빛마을아파트,330,2000.03.24,처인구 모현읍 백옥대로2332번길 21-8 (풍산햇빛마을아파트) ,경기 용인시 처인구 모현읍 왕산리 464-2,127.250215216931,37.3324937606486
564,처인구,마평동,분양,푸른마을 용인자이,502,2006.03.23,"처인구 금학로 520 (마평동, 푸른마을용인자이아파트)",경기 용인시 처인구 마평동 957,127.218933241943,37.2343743260703
565,처인구,마평동,분양,두보아파트,248,1999.10.29,"처인구 금령로173번길 14 (마평동, 두보아파트)",경기 용인시 처인구 마평동 923,127.216919538729,37.2354292806482
566,처인구,마평동,분양,동남,70,1986.11.07,"처인구 경안천로36번길 8 (마평동, 동남아파트)",경기 용인시 처인구 마평동 730-8,127.211381159093,37.2362071660488
567,처인구,마평동,분양,마평 우성아파트,358,1996.05.23,"처인구 금령로173번길 5 (마평동, 우성아파트) ",경기 용인시 처인구 마평동 650-1,127.215343222091,37.2351635559951
568,처인구,마평동,분양,마평 라이프아파트,290,1993.06.11,"처인구 동부로 7 (마평동, 라이프아파트)",경기 용인시 처인구 마평동 605-1,127.214085378328,37.2320260547433
569,처인구,마평동,분양,목련,25,1990.11.06,"처인구 중부대로1504번길 31 (마평동, 목련주택)",경기 용인시 처인구 마평동 597-1,127.213355852367,37.2305519092899
570,처인구,남동,분양,구미마을 삼라마이다스빌,159,2004.01.02,"처인구 명지로 307 (남동, 삼라마이다스빌구미마을)",경기 용인시 처인구 남동 684,127.20980855426,37.2281701147784
571,처인구,김량장동,분양,금학마을 금호어울림아파트,484,2009.11.24,"처인구 금령로13번길 13 (김량장동, 금학마을어울림아파트)",경기 용인시 처인구 김량장동 526,127.197790934347,37.2366019643714
572,처인구,고림동,분양,인정 피렌체 빌리지 1차,639,2000.01.15,"처인구 한터로152번길 45 (고림동, 피렌체아파트)",경기 용인시 처인구 고림동 264-8,127.230800386786,37.2466295058458
573,처인구,고림동,분양,이삭아파트,300,1998.12.24,"처인구 경안천로256번길 47-14 (고림동, 이삭아파트)",경기 용인시 처인구 고림동 411-1,127.227551825988,37.2526122273862
574,처인구,고림동,분양,성림아트맨션,45,1990.02.23,"처인구 고림로110번길 23-3 (고림동, 성림아트맨션)",경기 용인시 처인구 고림동 748-6,127.217185467009,37.2408406459367
575,처인구,고림동,분양,용성빌라,39,1986.11.21,"처인구 고진로 33 (고림동, 용성빌라)",경기 용인시 처인구 고림동 794-29,127.21598054278,37.2387341360681
576,처인구,김량장동,분양,청광가든빌리지2차,24,1989.01.11,"처인구 금령로40번길 15-8 (김량장동, 청광그린빌라)",경기 용인시 처인구 김량장동 337-1,127.201607130688,37.2333482527783
577,처인구,김량장동,분양,능안마을 그린힐아파트,86,2004.11.01,"처인구 금학로349번길 33-8 (김량장동, 그린힐아파트)",경기 용인시 처인구 김량장동 513,127.201338837122,37.2398819150614
578,처인구,김량장동,분양,아리현마을 삼환나우빌,458,2008.08.08(2007.12.31),"처인구 중부대로 1348 (김량장동, 삼환나우빌아파트)",경기 용인시 처인구 김량장동 516,127.193993074884,37.2347371362997
579,처인구,김량장동,분양,신우아파트,178,1999.10.29,"처인구 중부대로1388번길 12 (김량장동, 신우아파트)",경기 용인시 처인구 김량장동 503-3,127.197687551642,37.2326153723789
580,처인구,김량장동,분양,삼환아파트,180,1999.11.30,"처인구 중부대로1388번길 6-4 (김량장동, 삼환아파트)",경기 용인시 처인구 김량장동 502-2,127.197871580251,37.2331357792242
581,처인구,김량장동,분양,청광가든빌리지1차,21,1988.06.09,"처인구 중부대로1424번길 5-6 (김량장동, 청광가든빌리지1차)",경기 용인시 처인구 김량장동 352-1,127.203061284559,37.2320888100314
582,처인구,김량장동,분양,조양유통상가아파트,51,1992.04.11,"처인구 금령로40번길 13 (김량장동, 조양유통상가아파트)",경기 용인시 처인구 김량장동 338,127.200939846635,37.2336702490843
